lise_adi,sehir,lise_id
GÖNEN ANADOLU LİSESİ (BALIKESİR - GÖNEN),BALIKESİR,4255
MUZAFFER ATASAY ANADOLU LİSESİ (EDİRNE - UZUNKÖPRÜ),EDİRNE,4256
NENE HATUN KIZ ANADOLU İMAM HATİP LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,4257
ÖZEL AMASYA KUTLUBEY KOLEJİ ANADOLU LİSESİ (AMASYA - MERKEZ),AMASYA,4258
ÖZEL BURSA FEN GURUP FEN LİSESİ (BURSA - NİLÜFER),BURSA,4259
ÖZEL KEŞAN FİNAL ANADOLU LİSESİ (EDİRNE - KEŞAN),EDİRNE,4260
ÖZEL MANAVGAT KOLEJİ ANADOLU LİSESİ (ANTALYA - MANAVGAT),ANTALYA,4261
ÖZEL SERİK YÖN ANADOLU LİSESİ (ANTALYA - SERİK),ANTALYA,4262
PAKİZE NARİN ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),TEKİRDAĞ,4263
PINARHİSAR ANADOLU LİSESİ (KIRKLARELİ - PINARHİSAR),KIRKLARELİ,4264
ŞEHİT EMRE ACAR CUMHURİYET ANADOLU LİSESİ (AYDIN - SÖKE),AYDIN,4265
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),ANKARA,4266
TARSUS ANADOLU İMAM HATİP LİSESİ (MERSİN - TARSUS),MERSİN,4267
BUCA ANADOLU LİSESİ (İZMİR - BUCA),İZMİR,4268
ÇERKEZKÖY ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),TEKİRDAĞ,4269
FATİH ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),AFYONKARAHİSAR,4270
GELİBOLU FEN LİSESİ (ÇANAKKALE - GELİBOLU),ÇANAKKALE,4271
GÖNEN ÖMER SEYFETTİN FEN LİSESİ (BALIKESİR - GÖNEN),BALIKESİR,4272
İZMİT MUALLİM NACİ ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4273
KARAMÜRSEL AKÇAKOCA ANADOLU İMAM HATİP LİSESİ (KOCAELİ - KARAMÜRSEL),KOCAELİ,4274
KESTEL HASAN ASLANOBA ANADOLU LİSESİ (BURSA - KESTEL),BURSA,4275
KUMLUCA GÜL-ÇETİN KAUR ANADOLU LİSESİ (ANTALYA - KUMLUCA),ANTALYA,4276
KUVAYİ MİLLİYE ANADOLU LİSESİ (BALIKESİR - BİGADİÇ),BALIKESİR,4277
MEHMET AKİF ERSOY KIZ ANADOLU İMAM HATİP LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4278
ÖZEL ÇANAKKALE KAMPÜS KOLEJİ ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4279
ÖZEL ELÇİN TÜN ANADOLU LİSESİ (İZMİR - GAZİEMİR),İZMİR,4280
SELAHATTİN AKBİLEK ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,4281
SUSURLUK ANADOLU LİSESİ (BALIKESİR - SUSURLUK),BALIKESİR,4282
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,4283
ALİ NAKİ ERENYOL ANADOLU LİSESİ (TEKİRDAĞ - SARAY),TEKİRDAĞ,4284
CANİP BAYSAL ANADOLU LİSESİ (BOLU - MERKEZ),BOLU,4285
ERMİŞLER CUMHURİYET ANADOLU LİSESİ (BALIKESİR - ALTIEYLÜL),BALIKESİR,4286
FEVZİ ÇAKMAK ANADOLU LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,4287
GÜNGÖREN ERDEM BAYAZIT ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),İSTANBUL,4288
HABİBLER ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,4289
HASAN TEKİN ADA ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),DENİZLİ,4290
HOCA AHMED YESEVİ ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,4291
İTO İBRAHİM ÇAĞLAR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ARNAVUTKÖY),İSTANBUL,4292
KEŞAN FEN LİSESİ (EDİRNE - KEŞAN),EDİRNE,4293
LÜLEBURGAZ LİSESİ (KIRKLARELİ - LÜLEBURGAZ),KIRKLARELİ,4294
MANİSA SOSYAL BİLİMLER LİSESİ (MANİSA - YUNUSEMRE),MANİSA,4295
ORHANGAZİ ANADOLU LİSESİ (BURSA - ORHANGAZİ),BURSA,4296
ÖZEL BANDIRMA FEN BİLİMLERİ ANADOLU LİSESİ (BALIKESİR - BANDIRMA),BALIKESİR,4297
ÖZEL BOĞAZİÇİ ŞEHİR ANADOLU LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,4298
ÖZEL ÇANAKKALE DOĞA ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4299
ÖZEL İKİ EYLÜL ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,4300
ÖZEL İNEGÖL SINAV KOLEJİ ANADOLU LİSESİ (BURSA - İNEGÖL),BURSA,4301
ÖZEL SINAV KOLEJİ ANADOLU LİSESİ (ZONGULDAK - KOZLU),ZONGULDAK,4302
ÖZEL UĞUR ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,4303
ÖZEL ÜMRANİYE UĞURLU FEN BİLİMLERİ UĞURLU EĞİTİM ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,4304
ÖZEL YENİ UMUT ANADOLU LİSESİ (KOCAELİ - GEBZE),KOCAELİ,4305
ÖZEL YENİ YOL ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,4306
PAKMAYA ÜLKÜ HIZAL ANADOLU LİSESİ (İZMİR - KEMALPAŞA),İZMİR,4307
PİRELLİ ANADOLU LİSESİ (KOCAELİ - KARTEPE),KOCAELİ,4308
ŞEHİT ÖZCAN KAN FEN LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4309
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ SOSYAL BİLİMLER LİSESİ (MUŞ - MERKEZ),MUŞ,4310
ADNAN MENDERES ANADOLU İMAM HATİP LİSESİ (AYDIN - EFELER),AYDIN,4311
BERGAMA 13 NİSAN ANADOLU LİSESİ (İZMİR - BERGAMA),İZMİR,4312
ÇERKEZKÖY TSO TRAKYA ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),TEKİRDAĞ,4313
DİLNİHAT ÖZYEĞİN ANADOLU LİSESİ (İSTANBUL - BEYOĞLU),İSTANBUL,4314
FARABİ ANADOLU LİSESİ (DÜZCE - MERKEZ),DÜZCE,4315
İZZET BAYSAL ANADOLU LİSESİ (BOLU - MERKEZ),BOLU,4316
KDZ. EREĞLİ ANADOLU LİSESİ (ZONGULDAK - EREĞLİ),ZONGULDAK,4317
KÜÇÜKKUYU FERNUR SÖZEN ANADOLU LİSESİ (ÇANAKKALE - AYVACIK),ÇANAKKALE,4318
MEHMET AKİF ERSOY ANADOLU LİSESİ (ÇANAKKALE - BİGA),ÇANAKKALE,4319
MİLAS MEHMET AKİF ERSOY ÇOK PROGRAMLI ANADOLU LİSESİ (MUĞLA - MİLAS),MUĞLA,4320
MUĞLA GAZİ ANADOLU LİSESİ (MUĞLA - MENTEŞE),MUĞLA,4321
MUSTAFA KEMAL ANADOLU LİSESİ (İSTANBUL - SARIYER),İSTANBUL,4322
NURİ ERBAK ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,4323
ORHAN DENGİZ ANADOLU LİSESİ (UŞAK - MERKEZ),UŞAK,4324
ÖDEMİŞ TİCARET ODASI ANADOLU LİSESİ (İZMİR - ÖDEMİŞ),İZMİR,4325
ÖZEL AÇI KOLEJİ FEN LİSESİ (BURSA - MUSTAFAKEMALPAŞA),BURSA,4326
ÖZEL ALANYA KÜLTÜR ANADOLU LİSESİ (ANTALYA - ALANYA),ANTALYA,4327
ÖZEL ATAFEN ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4328
ÖZEL BAKIRKÖY DİL VE KONUŞMA ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,4329
ÖZEL BİGA KAMPÜS KOLEJİ ANADOLU LİSESİ (ÇANAKKALE - BİGA),ÇANAKKALE,4330
ÖZEL BÜYÜK UĞUR ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,4331
ÖZEL DEFNE ANADOLU LİSESİ (HATAY - ANTAKYA),HATAY,4332
ÖZEL MEKTEBİM ÇORLU ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,4333
ÖZEL TRABZON BİL ANADOLU LİSESİ (TRABZON - AKÇAABAT),TRABZON,4334
ÖZEL YÜKSELİŞ ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),GAZİANTEP,4335
SEBAHAT-CİHAN ŞİŞMAN GÜZEL SANATLAR LİSESİ (BALIKESİR - AYVALIK),BALIKESİR,4336
SEYHAN HACI HATİCE TURGUT ANADOLU LİSESİ (ADANA - ÇUKUROVA),ADANA,4337
ŞEHİT ALBAY İBRAHİM KARAOĞLANOĞLU ANADOLU LİSESİ (İZMİR - TİRE),İZMİR,4338
ŞEHİT MUSTAFA YAMAN ANADOLU İMAM HATİP LİSESİ (BARTIN - MERKEZ),BARTIN,4339
ŞEHİT ÜSTEĞMEN SELÇUK ESEDOĞLU ANADOLU LİSESİ (SAKARYA - SERDİVAN),SAKARYA,4340
TAVŞANLI ATATÜRK ANADOLU LİSESİ (KÜTAHYA - TAVŞANLI),KÜTAHYA,4341
VELİMEŞE ANADOLU LİSESİ (TEKİRDAĞ - ERGENE),TEKİRDAĞ,4342
ÇANAKKALE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ SOSYAL BİLİMLER LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4343
DÜZCE TURGUT ÖZAL ANADOLU LİSESİ (DÜZCE - MERKEZ),DÜZCE,4344
ERHAN DEDEOĞLU ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),İSTANBUL,4345
FADİME SARAR KIZ ANADOLU İMAM HATİP LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,4346
KUMRAL ABDAL ANADOLU LİSESİ (BİLECİK - BOZÜYÜK),BİLECİK,4347
MİHRAPLI ABDULKADİR CAN ANADOLU İMAM HATİP LİSESİ (BURSA - OSMANGAZİ),BURSA,4348
MURATPAŞA TÜRK TELEKOM ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,4349
ÖZEL BURSA BÜYÜK KOLEJİ ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,4350
ÖZEL İSTEK ÇANAKKALE BİNDOKUZYÜZONBEŞ ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4351
ÖZEL SAMANDAĞ EKİN ANADOLU LİSESİ (HATAY - SAMANDAĞ),HATAY,4352
SİVRİHİSAR FAHRİ KESKİN FEN LİSESİ (ESKİŞEHİR - SİVRİHİSAR),ESKİŞEHİR,4353
SOMA CEMİL MERİÇ ANADOLU LİSESİ (MANİSA - SOMA),MANİSA,4354
SÖKE ANADOLU LİSESİ (AYDIN - SÖKE),AYDIN,4355
ŞEHİT KAYMAKAM MUHAMMET FATİH SAFİTÜRK ANADOLU İMAM HATİP LİSESİ (İZMİR - MENDERES),İZMİR,4356
BOLU SOSYAL BİLİMLER LİSESİ (BOLU - MERKEZ),BOLU,4357
BEYKOZ BARBAROS HAYRETTİN PAŞA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,4358
EMLAK KONUT MİMAR SİNAN ANADOLU LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,4359
İSTANBUL ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,4360
KIRIMLI FAZİLET OLCAY ANADOLU LİSESİ (İSTANBUL - PENDİK),İSTANBUL,4361
KIRKLARELİ ANADOLU LİSESİ (KIRKLARELİ - MERKEZ),KIRKLARELİ,4362
MAHMUT SAMİ RAMAZANOĞLU ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),KONYA,4363
ÖZEL İSTEK ÇANAKKALE BİNDOKUZYÜZONBEŞ FEN LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4364
ÖZEL KAVACIK UĞUR ANADOLU LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,4365
ÖZEL VEKTÖR FEN ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,4366
SELAHADDİN EYYUBİ ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,4367
SIDIKA RODOP ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,4368
ŞEHİT ÖMER HALİSDEMİR KIZ ANADOLU İMAM HATİP LİSESİ (İZMİR - KONAK),İZMİR,4369
TEVFİK SENO ARDA ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4370
YALOVA ANADOLU LİSESİ (YALOVA - MERKEZ),YALOVA,4371
50. YIL TAHRAN ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,4372
AHMET RASİM ANADOLU LİSESİ (İSTANBUL - FATİH),İSTANBUL,4373
ATAKENT ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,4374
AYVACIK FEN LİSESİ (ÇANAKKALE - AYVACIK),ÇANAKKALE,4375
HACI SABANCI ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,4376
NAMIK KEMAL ANADOLU LİSESİ (İZMİR - KONAK),İZMİR,4377
ÖZEL AKHİSAR EKSEN OKULLARI FEN LİSESİ (MANİSA - AKHİSAR),MANİSA,4378
ÖZEL ÇİĞLİ BİLİM DOĞA ANADOLU LİSESİ (İZMİR - ÇİĞLİ),İZMİR,4379
ÖZEL KADRO ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,4380
ÖZEL MASLAK CUMHURİYET ANADOLU LİSESİ (İSTANBUL - SARIYER),İSTANBUL,4381
PROF. DR. MÜMTAZ TURHAN SOSYAL BİLİMLER LİSESİ (İSTANBUL - BAHÇELİEVLER),İSTANBUL,4382
ŞÜKRÜ ŞANKAYA ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,4383
YEŞİLKÖY ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,4384
EDİRNE YILDIRIM BEYAZIT ANADOLU LİSESİ (EDİRNE - MERKEZ),EDİRNE,4385
HALİL İNALCIK SOSYAL BİLİMLER LİSESİ (BURSA - İNEGÖL),BURSA,4386
HÜSEYİN ÖZDİLEK ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,4387
KESTEL KIZ ANADOLU İMAM HATİP LİSESİ (BURSA - KESTEL),BURSA,4388
15 TEMMUZ ŞEHİTLERİ ANADOLU LİSESİ (KARABÜK - SAFRANBOLU),KARABÜK,4389
ÖZEL EDİRNE KOLEJİ ANADOLU LİSESİ (EDİRNE - MERKEZ),EDİRNE,4390
ÖZEL ESKİŞEHİR BAŞARI ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,4391
ÖZEL KARŞIYAKA ŞEMİKLER UĞUR ANADOLU LİSESİ (İZMİR - KARŞIYAKA),İZMİR,4392
ÖZEL NİLÜFER KÜLTÜR ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,4393
ŞİŞLİ ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),İSTANBUL,4394
24 KASIM ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,4395
ARKAS NARLIDERE MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - NARLIDERE),İZMİR,4396
BURSA KIZ LİSESİ (BURSA - OSMANGAZİ),BURSA,4397
AFYONKARAHİSAR KIZ ANADOLU İMAM HATİP LİSESİ (AFYONKARAHİSAR - MERKEZ),AFYONKARAHİSAR,4398
ALİ UZUNOĞLU ANADOLU İMAM HATİP LİSESİ (MANİSA - SOMA),MANİSA,4399
ATATÜRK ANADOLU LİSESİ (TUNCELİ - MERKEZ),TUNCELİ,4400
AYVACIK ANADOLU LİSESİ (ÇANAKKALE - AYVACIK),ÇANAKKALE,4401
DAYI KARACABEY ANADOLU LİSESİ (BURSA - KARACABEY),BURSA,4402
GÖKÇEADA ATATÜRK ANADOLU LİSESİ (ÇANAKKALE - GÖKÇEADA),ÇANAKKALE,4403
GÜROYMAK BORSA İSTANBUL ANADOLU LİSESİ (BİTLİS - GÜROYMAK),BİTLİS,4404
HACI FAHRİ ZÜMBÜL MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),TEKİRDAĞ,4405
KOÇARLI ANADOLU LİSESİ (AYDIN - KOÇARLI),AYDIN,4406
NİMET-FAHRİ ÖKSÜZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (HATAY - DEFNE),HATAY,4407
NURULLAH KOYUNCUOĞLU ANADOLU LİSESİ (KÜTAHYA - SİMAV),KÜTAHYA,4408
ÖZEL BİLNET ANADOLU LİSESİ (BALIKESİR - ALTIEYLÜL),BALIKESİR,4409
ÖZEL İDİL FİNAL ANADOLU LİSESİ (ŞIRNAK - İDİL),ŞIRNAK,4410
SALİHLİ MERKEZ ANADOLU LİSESİ (MANİSA - SALİHLİ),MANİSA,4411
SALİHLİ NECİP FAZIL KISAKÜREK SOSYAL BİLİMLER LİSESİ (MANİSA - SALİHLİ),MANİSA,4412
ŞARKÖY ANADOLU İMAM HATİP LİSESİ (TEKİRDAĞ - ŞARKÖY),TEKİRDAĞ,4413
ŞEHİT MEHMET ACIBUCU ANADOLU İMAM HATİP LİSESİ (OSMANİYE - KADİRLİ),OSMANİYE,4414
TOKİ SOSYAL BİLİMLER LİSESİ (AFYONKARAHİSAR - MERKEZ),AFYONKARAHİSAR,4415
TOSÇELİK SOSYAL BİLİMLER LİSESİ (OSMANİYE - MERKEZ),OSMANİYE,4416
AKHİSAR ÇAĞLAK ANADOLU LİSESİ (MANİSA - AKHİSAR),MANİSA,4417
ERTUĞRUL GAZİ ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,4418
ERTUĞRUL GAZİ ANADOLU LİSESİ (TEKİRDAĞ - KAPAKLI),TEKİRDAĞ,4419
GEYVE KIZ ANADOLU İMAM HATİP LİSESİ (SAKARYA - GEYVE),SAKARYA,4420
HALUK ÜNDEĞER ANADOLU LİSESİ (İSTANBUL - ZEYTİNBURNU),İSTANBUL,4421
LÜLEBURGAZ ANADOLU LİSESİ (KIRKLARELİ - LÜLEBURGAZ),KIRKLARELİ,4422
MANİSA HASAN TÜREK ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,4423
MANYAS ANADOLU İMAM HATİP LİSESİ (BALIKESİR - MANYAS),BALIKESİR,4424
MURATLI ANADOLU LİSESİ (TEKİRDAĞ - MURATLI),TEKİRDAĞ,4425
ÖZEL BİGA BAHÇEŞEHİR ANADOLU LİSESİ (ÇANAKKALE - BİGA),ÇANAKKALE,4426
ÖZEL ONİKİŞUBAT DOĞA KOLEJİ ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),KAHRAMANMARAŞ,4427
SÜLEYMAN ŞAH ANADOLU LİSESİ (ŞANLIURFA - AKÇAKALE),ŞANLIURFA,4428
VAN GÖLÜ MESLEKİ VE TEKNİK ANADOLU LİSESİ (VAN - İPEKYOLU),VAN,4429
YILDIRIM MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,4430
HAFSA SULTAN KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (MANİSA - SALİHLİ),MANİSA,4431
HURİN YAVUZALP ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,4432
İSTANBULLUOĞLU SOSYAL BİLİMLER LİSESİ (BALIKESİR - KARESİ),BALIKESİR,4433
KAZIM KARABEKİR ANADOLU LİSESİ (KARS - SUSUZ),KARS,4434
KEŞAN LİSESİ (EDİRNE - KEŞAN),EDİRNE,4435
MEHMET AKİF İNAN ANADOLU İMAM HATİP LİSESİ (BURSA - YILDIRIM),BURSA,4436
MESLEKİ EĞİTİM MERKEZİ (ÇANAKKALE - ÇAN),ÇANAKKALE,4437
OSMANGAZİ BORSA İSTANBUL KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,4438
ÖZEL KEŞAN BATI KOLEJİ ANADOLU LİSESİ (EDİRNE - KEŞAN),EDİRNE,4439
ÖZEL SALİHLİ BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (MANİSA - SALİHLİ),MANİSA,4440
RAZİYE SULTAN-YUSUF KAYABAŞI SOSYAL BİLİMLER LİSESİ (AFYONKARAHİSAR - BOLVADİN),AFYONKARAHİSAR,4441
ŞEHİT NECATİ SARGIN ANADOLU LİSESİ (UŞAK - BANAZ),UŞAK,4442
ŞEHİT ÖNDER TURĞAY ANADOLU LİSESİ (İZMİR - TORBALI),İZMİR,4443
YENİCEABAT ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,4444
YENİMAHALLE ŞEHİT ALİ TONGA MESLEKİ VE TEKNİK ANADOLU LİSESİ (KIRIKKALE - MERKEZ),KIRIKKALE,4445
CEMAL MÜMTAZ SOSYAL BİLİMLER LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,4446
CEMİLE BEDRİ ÇELİKASLAN ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),GAZİANTEP,4447
AKHİSAR ANADOLU LİSESİ (MANİSA - AKHİSAR),MANİSA,4448
ALPARSLAN GAZİ ANADOLU LİSESİ (KARABÜK - MERKEZ),KARABÜK,4449
BERGAMALI KADRİ ANADOLU İMAM HATİP LİSESİ (İZMİR - BERGAMA),İZMİR,4450
CELAL TORAMAN ANADOLU LİSESİ (BALIKESİR - BURHANİYE),BALIKESİR,4451
HAMİTLER TOKİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,4452
HASAN RIZA GÜZEL SANATLAR LİSESİ (EDİRNE - MERKEZ),EDİRNE,4453
KAHRAMANMARAŞ SOSYAL BİLİMLER LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),KAHRAMANMARAŞ,4454
KARACABEY ANADOLU LİSESİ (BURSA - KARACABEY),BURSA,4455
KIRKLARELİ ATATÜRK ANADOLU LİSESİ (KIRKLARELİ - MERKEZ),KIRKLARELİ,4456
ÖZEL GÖNEN DOĞA KOLEJİ ANADOLU LİSESİ (BALIKESİR - GÖNEN),BALIKESİR,4457
ÖZEL GÖNEN UĞUR ANADOLU LİSESİ (BALIKESİR - GÖNEN),BALIKESİR,4458
ÖZEL TEPE FEN LİSESİ (MERSİN - YENİŞEHİR),MERSİN,4459
SARUHANLI ANADOLU LİSESİ (MANİSA - SARUHANLI),MANİSA,4460
SIRRI YIRCALI ANADOLU LİSESİ (BALIKESİR - KARESİ),BALIKESİR,4461
ŞEHİT SUAT AKINCI KIZ ANADOLU İMAM HATİP LİSESİ (MANİSA - TURGUTLU),MANİSA,4462
YILDIRIM BEYAZIT ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,4463
5 EYLÜL ANADOLU LİSESİ (BALIKESİR - SUSURLUK),BALIKESİR,4464
DERİNCE NECİP FAZIL ANADOLU LİSESİ (KOCAELİ - DERİNCE),KOCAELİ,4465
FATİH ANADOLU LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,4466
GAZİ EMET ANADOLU LİSESİ (KÜTAHYA - EMET),KÜTAHYA,4467
KULA SELİM SABAHAT PALANDUZ ANADOLU LİSESİ (MANİSA - KULA),MANİSA,4468
KUMBURGAZ MEHMET ERÇAĞ ANADOLU LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,4469
NECİP FAZIL KISAKÜREK FEN LİSESİ (MANİSA - DEMİRCİ),MANİSA,4470
ÖZEL DEMRE EKOL ANADOLU LİSESİ (ANTALYA - DEMRE),ANTALYA,4471
ÖZEL GAYE ANADOLU LİSESİ (MERSİN - ERDEMLİ),MERSİN,4472
ÖZEL SERCAN ŞAHİN ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,4473
SELENDİ MEHMET AKİF ERSOY ANADOLU LİSESİ (MANİSA - SELENDİ),MANİSA,4474
VİZE ANADOLU LİSESİ (KIRKLARELİ - VİZE),KIRKLARELİ,4475
DÖŞEMEALTI HALİL AKYÜZ ANADOLU LİSESİ (ANTALYA - DÖŞEMEALTI),ANTALYA,4476
GÖRDES ANADOLU İMAM HATİP LİSESİ (MANİSA - GÖRDES),MANİSA,4477
KADRİYE NAZİF GÖLGE ANADOLU LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,4478
KANDIRA AKÇAKOCA ANADOLU LİSESİ (KOCAELİ - KANDIRA),KOCAELİ,4479
NAZİLLİ SOSYAL BİLİMLER LİSESİ (AYDIN - NAZİLLİ),AYDIN,4480
NECİBE KEMAL AKDOĞAN ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - NİZİP),GAZİANTEP,4481
NERİMAN-EROL YILMAZ SOSYAL BİLİMLER LİSESİ (ANTALYA - KEPEZ),ANTALYA,4482
ÖZEL ROTA ANADOLU LİSESİ (İZMİR - GAZİEMİR),İZMİR,4483
PINAR-BAHA ABALIOĞLU ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,4484
REYAN BODUR ANADOLU LİSESİ (ÇANAKKALE - YENİCE),ÇANAKKALE,4485
ŞEHİT MEHMET AKİF SANCAR ANADOLU İMAM HATİP LİSESİ (MUĞLA - DALAMAN),MUĞLA,4486
ABİDİN PAK-PAKMAYA ANADOLU LİSESİ (BALIKESİR - EDREMİT),BALIKESİR,4487
ŞEHİT NİHAT KARA ANADOLU İMAM HATİP LİSESİ (TEKİRDAĞ - SARAY),TEKİRDAĞ,4488
ARTVİN FEN LİSESİ (ARTVİN - MERKEZ),ARTVİN,4489
AKÇAKOCA FEN LİSESİ (DÜZCE - AKÇAKOCA),DÜZCE,4490
ASİL NADİR ANADOLU LİSESİ (İZMİR - SEFERİHİSAR),İZMİR,4491
BAĞCILAR MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,4492
BOZKURT ÇOK PROGRAMLI ANADOLU LİSESİ (KASTAMONU - BOZKURT),KASTAMONU,4493
CUMHURİYET ANADOLU LİSESİ (KOCAELİ - GEBZE),KOCAELİ,4494
CUMHURİYET ÇOK PROGRAMLI ANADOLU LİSESİ (İZMİR - BEYDAĞ),İZMİR,4495
ÇANAKKALE MESLEKİ VE TEKNİK ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4496
ÇANAKKALE ÖZEL ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,4497
EDREMİT ANADOLU İMAM HATİP LİSESİ (BALIKESİR - EDREMİT),BALIKESİR,4498
ERDEMİR ANADOLU LİSESİ (ZONGULDAK - MERKEZ),ZONGULDAK,4499
ESENLER TUNA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ESENLER),İSTANBUL,4500
EYNESİL MESLEKİ VE TEKNİK ANADOLU LİSESİ (GİRESUN - EYNESİL),GİRESUN,4501
