yop_kodu,kullanilan_tercih_2022,kullanilan_tercih_2023,kullanilan_tercih_2024,bos_birakilan_tercih_2022,bos_birakilan_tercih_2023,bos_birakilan_tercih_2024,ortalama_kullanilan_tercih_2022,ortalama_kullanilan_tercih_2023,ortalama_kullanilan_tercih_2024
108910428,1267.0,987.0,1225.0,1205.0,1461.0,1439.0,12.0,10.0,11.0
108910446,1377.0,1240.0,1220.0,1095.0,1232.0,1372.0,13.0,12.0,11.0
108910464,1305.0,1196.0,1305.0,639.0,772.0,807.0,16.0,15.0,15.0
108910473,1119.0,999.0,1159.0,849.0,969.0,953.0,14.0,12.0,13.0
108910482,1053.0,946.0,870.0,915.0,1022.0,1098.0,13.0,12.0,11.0
108910719,3390.0,3207.0,3213.0,1890.0,2073.0,2307.0,15.0,15.0,14.0
108910755,2059.0,1977.0,1772.0,1541.0,1623.0,1948.0,14.0,13.0,11.0
108910764,197.0,124.0,203.0,115.0,92.0,85.0,15.0,14.0,17.0
108910843,1651.0,1638.0,1392.0,269.0,282.0,528.0,21.0,20.0,17.0
108910958,600.0,486.0,373.0,384.0,498.0,371.0,15.0,12.0,12.0
108910967,479.0,456.0,394.0,481.0,504.0,326.0,12.0,11.0,13.0
108910976,614.0,482.0,475.0,370.0,502.0,509.0,15.0,12.0,12.0
108910994,263.0,243.0,342.0,241.0,261.0,282.0,13.0,12.0,13.0
108911002,513.0,334.0,416.0,447.0,650.0,544.0,13.0,8.0,10.0
108911011,493.0,485.0,433.0,371.0,379.0,311.0,14.0,13.0,14.0
108911029,493.0,474.0,338.0,251.0,270.0,406.0,16.0,15.0,11.0
108911108,1306.0,1125.0,1168.0,854.0,1035.0,1112.0,15.0,13.0,12.0
108911117,2010.0,1700.0,1827.0,1830.0,2140.0,2013.0,13.0,11.0,11.0
108911126,1169.0,1185.0,1055.0,799.0,783.0,865.0,14.0,14.0,13.0
108911135,1174.0,1108.0,1111.0,746.0,860.0,953.0,15.0,14.0,13.0
108911153,1154.0,1148.0,557.0,286.0,340.0,163.0,19.0,19.0,19.0
108911162,773.0,809.0,1013.0,211.0,439.0,571.0,19.0,16.0,15.0
108911171,1035.0,875.0,982.0,693.0,853.0,866.0,14.0,12.0,13.0
108911205,997.0,1082.0,1197.0,539.0,454.0,459.0,16.0,17.0,17.0
108911214,255.0,234.0,313.0,129.0,150.0,191.0,16.0,15.0,15.0
108911223,874.0,841.0,901.0,470.0,551.0,491.0,16.0,15.0,16.0
108911232,224.0,188.0,208.0,112.0,172.0,152.0,16.0,13.0,14.0
108911241,946.0,932.0,1004.0,422.0,460.0,508.0,17.0,16.0,16.0
108911259,219.0,234.0,226.0,141.0,126.0,230.0,15.0,16.0,12.0
108911268,598.0,502.0,645.0,386.0,482.0,483.0,15.0,12.0,14.0
108911277,807.0,755.0,963.0,177.0,229.0,525.0,20.0,18.0,16.0
108911302,1110.0,1098.0,615.0,570.0,582.0,345.0,16.0,16.0,15.0
108911347,389.0,338.0,397.0,595.0,646.0,707.0,9.0,8.0,9.0
108911383,512.0,354.0,444.0,232.0,390.0,276.0,17.0,11.0,15.0
108911417,662.0,530.0,922.0,586.0,718.0,806.0,13.0,10.0,13.0
108911514,509.0,573.0,559.0,211.0,171.0,305.0,17.0,18.0,16.0
108911523,1024.0,1103.0,261.0,896.0,817.0,459.0,13.0,14.0,9.0
108911532,518.0,395.0,410.0,322.0,469.0,430.0,15.0,11.0,12.0
108911559,578.0,576.0,451.0,406.0,408.0,533.0,14.0,14.0,11.0
108911568,493.0,432.0,460.0,251.0,288.0,284.0,16.0,14.0,15.0
108911577,974.0,798.0,969.0,274.0,450.0,519.0,19.0,15.0,16.0
108911586,1142.0,1366.0,1317.0,538.0,554.0,603.0,16.0,17.0,16.0
108911602,868.0,747.0,419.0,380.0,501.0,325.0,17.0,14.0,14.0
108911611,847.0,746.0,600.0,593.0,694.0,960.0,14.0,12.0,9.0
108911629,1094.0,1021.0,1020.0,370.0,467.0,588.0,18.0,16.0,15.0
108911647,1034.0,820.0,547.0,166.0,380.0,197.0,21.0,16.0,18.0
108911656,1074.0,1132.0,1167.0,1158.0,1100.0,1041.0,12.0,12.0,13.0
108911674,1615.0,1411.0,1367.0,353.0,557.0,745.0,20.0,17.0,16.0
108911708,1139.0,1160.0,906.0,301.0,280.0,294.0,19.0,19.0,18.0
108911717,1187.0,921.0,1135.0,781.0,1047.0,833.0,14.0,11.0,14.0
108990296,1014.0,901.0,925.0,666.0,779.0,875.0,14.0,13.0,12.0
108990298,712.0,580.0,655.0,272.0,404.0,329.0,17.0,14.0,16.0
108990304,62.0,356.0,482.0,10.0,76.0,142.0,21.0,20.0,19.0
108990307,1145.0,1085.0,496.0,295.0,403.0,224.0,19.0,18.0,17.0
108990308,1159.0,1138.0,713.0,401.0,422.0,247.0,18.0,18.0,18.0
108990309,442.0,907.0,1040.0,86.0,221.0,208.0,20.0,19.0,20.0
108990310,23.0,28.0,60.0,25.0,20.0,12.0,12.0,14.0,20.0
108990368,289.0,179.0,157.0,215.0,325.0,443.0,14.0,9.0,6.0
108990369,1107.0,1028.0,788.0,573.0,652.0,652.0,16.0,15.0,13.0
108990370,583.0,542.0,568.0,377.0,418.0,560.0,15.0,14.0,12.0
108990371,655.0,486.0,555.0,305.0,474.0,405.0,16.0,12.0,14.0
108990372,719.0,521.0,559.0,481.0,679.0,401.0,14.0,10.0,14.0
108990380,371.0,277.0,424.0,373.0,467.0,320.0,12.0,9.0,14.0
108990436,318.0,386.0,432.0,258.0,214.0,288.0,13.0,15.0,14.0
108990437,101.0,112.0,184.0,67.0,56.0,104.0,14.0,16.0,15.0
108990438,667.0,555.0,550.0,293.0,405.0,410.0,17.0,14.0,14.0
108990439,317.0,273.0,415.0,427.0,471.0,449.0,10.0,9.0,12.0
108990441,653.0,699.0,819.0,547.0,549.0,621.0,13.0,13.0,14.0
108990444,632.0,632.0,749.0,856.0,1096.0,1075.0,10.0,9.0,10.0
108990446,544.0,408.0,672.0,200.0,336.0,312.0,18.0,13.0,16.0
108990447,931.0,961.0,974.0,629.0,599.0,706.0,14.0,15.0,14.0
108990518,633.0,541.0,530.0,111.0,203.0,214.0,20.0,17.0,17.0
108990519,683.0,515.0,635.0,277.0,445.0,445.0,17.0,13.0,14.0
108990520,351.0,327.0,292.0,609.0,633.0,668.0,9.0,8.0,7.0
108990523,686.0,674.0,852.0,514.0,526.0,468.0,14.0,13.0,15.0
108990525,996.0,804.0,904.0,468.0,660.0,680.0,16.0,13.0,14.0
108990526,498.0,388.0,564.0,246.0,356.0,300.0,16.0,13.0,16.0
108990533,537.0,456.0,491.0,183.0,264.0,349.0,18.0,15.0,14.0
108990540,,,683.0,,,901.0,,,10.0
108990547,,,505.0,,,959.0,,,8.0
108990554,,,883.0,,,1277.0,,,10.0
108990561,,,123.0,,,117.0,,,12.0
108990568,,,755.0,,,205.0,,,19.0
108990575,,,747.0,,,213.0,,,19.0
108990582,,,787.0,,,173.0,,,20.0
109010019,513.0,283.0,,231.0,149.0,,17.0,16.0,
109010028,660.0,811.0,120.0,540.0,629.0,216.0,13.0,14.0,9.0
109010037,836.0,635.0,740.0,364.0,565.0,460.0,17.0,13.0,15.0
109010046,726.0,497.0,769.0,522.0,751.0,479.0,14.0,10.0,15.0
109010055,1442.0,1330.0,1501.0,958.0,1070.0,899.0,14.0,13.0,15.0
109010116,784.0,789.0,780.0,440.0,411.0,444.0,15.0,16.0,15.0
109010125,,,39.0,,,57.0,,,10.0
109010143,707.0,747.0,566.0,541.0,501.0,418.0,14.0,14.0,14.0
109010152,1088.0,875.0,394.0,400.0,613.0,350.0,18.0,14.0,13.0
109010161,321.0,405.0,780.0,183.0,339.0,468.0,15.0,13.0,15.0
109010188,474.0,858.0,332.0,270.0,390.0,172.0,15.0,17.0,16.0
109010197,174.0,235.0,294.0,330.0,269.0,210.0,8.0,11.0,14.0
109010204,377.0,214.0,298.0,127.0,290.0,206.0,18.0,10.0,14.0
109010213,1297.0,1246.0,1119.0,1367.0,1418.0,1353.0,12.0,11.0,11.0
109010222,1024.0,784.0,747.0,464.0,704.0,501.0,17.0,13.0,14.0
109010231,1368.0,1358.0,1456.0,312.0,322.0,344.0,20.0,19.0,19.0
109010249,483.0,422.0,420.0,141.0,178.0,324.0,19.0,17.0,14.0
109010258,946.0,717.0,385.0,542.0,771.0,359.0,15.0,12.0,12.0
109010276,530.0,424.0,631.0,214.0,320.0,353.0,17.0,14.0,15.0
109010328,543.0,309.0,435.0,441.0,675.0,549.0,13.0,8.0,11.0
109010337,316.0,204.0,355.0,188.0,300.0,269.0,15.0,10.0,14.0
109090049,10.0,19.0,61.0,14.0,77.0,11.0,10.0,5.0,20.0
109090052,796.0,827.0,764.0,164.0,133.0,196.0,20.0,21.0,19.0
109090054,861.0,668.0,637.0,387.0,580.0,347.0,17.0,13.0,16.0
109090055,549.0,588.0,643.0,435.0,396.0,341.0,13.0,14.0,16.0
109090056,794.0,718.0,821.0,190.0,266.0,307.0,19.0,18.0,17.0
109090064,1001.0,825.0,741.0,487.0,639.0,459.0,16.0,14.0,15.0
109090065,291.0,214.0,464.0,213.0,290.0,520.0,14.0,10.0,11.0
109090067,493.0,404.0,464.0,755.0,844.0,904.0,9.0,8.0,8.0
109090069,240.0,119.0,56.0,48.0,169.0,184.0,20.0,10.0,6.0
109090084,651.0,356.0,526.0,333.0,628.0,602.0,16.0,9.0,11.0
109090091,,3.0,,,21.0,,,3.0,
109090098,,629.0,428.0,,115.0,316.0,,20.0,14.0
109090105,,,1050.0,,,678.0,,,15.0
109090112,,,400.0,,,224.0,,,15.0
109110018,319.0,248.0,,41.0,88.0,,21.0,18.0,
109110027,1173.0,1112.0,939.0,267.0,328.0,261.0,20.0,19.0,19.0
109110036,918.0,972.0,876.0,282.0,468.0,324.0,18.0,16.0,18.0
109110054,558.0,434.0,576.0,186.0,310.0,168.0,18.0,14.0,19.0
109110072,2105.0,1782.0,1899.0,535.0,858.0,741.0,19.0,16.0,17.0
109110081,270.0,315.0,424.0,234.0,429.0,320.0,13.0,10.0,14.0
109110106,933.0,781.0,675.0,315.0,467.0,309.0,18.0,15.0,16.0
109110124,1384.0,1115.0,405.0,584.0,853.0,339.0,17.0,14.0,13.0
109110151,1486.0,1158.0,345.0,482.0,810.0,399.0,18.0,14.0,11.0
109110169,787.0,777.0,83.0,173.0,207.0,13.0,20.0,19.0,21.0
109110178,947.0,870.0,682.0,253.0,330.0,278.0,19.0,17.0,17.0
109110203,228.0,508.0,303.0,156.0,140.0,225.0,14.0,19.0,14.0
109110248,,,357.0,,,147.0,,,17.0
109110266,347.0,475.0,600.0,133.0,269.0,240.0,17.0,15.0,17.0
109110275,1174.0,1158.0,1135.0,290.0,330.0,569.0,19.0,19.0,16.0
109110284,977.0,890.0,511.0,487.0,598.0,473.0,16.0,14.0,12.0
109190026,1164.0,1015.0,718.0,324.0,449.0,242.0,19.0,17.0,18.0
109190032,1064.0,901.0,509.0,424.0,587.0,451.0,17.0,15.0,13.0
109190033,1081.0,965.0,939.0,407.0,499.0,525.0,17.0,16.0,15.0
109190044,819.0,738.0,793.0,405.0,510.0,575.0,16.0,14.0,14.0
109190048,458.0,354.0,908.0,166.0,270.0,340.0,18.0,14.0,17.0
109190049,572.0,460.0,464.0,172.0,284.0,280.0,18.0,15.0,15.0
109190050,442.0,344.0,326.0,62.0,160.0,178.0,21.0,16.0,16.0
109190073,620.0,716.0,810.0,100.0,244.0,270.0,21.0,18.0,18.0
109190108,,,1257.0,,,975.0,,,14.0
109190115,,,98.0,,,142.0,,,10.0
109190122,,,618.0,,,126.0,,,20.0
109190129,,,644.0,,,100.0,,,21.0
109190143,,,562.0,,,158.0,,,19.0
109190150,,,715.0,,,605.0,,,13.0
109190157,,,581.0,,,403.0,,,14.0
109190164,,,952.0,,,656.0,,,14.0
111900101,455.0,540.0,520.0,169.0,300.0,440.0,18.0,15.0,13.0
111900108,380.0,413.0,584.0,244.0,547.0,376.0,15.0,10.0,15.0
111900115,442.0,388.0,493.0,158.0,212.0,227.0,18.0,16.0,16.0
111900122,228.0,261.0,151.0,276.0,243.0,353.0,11.0,12.0,7.0
111900136,,,416.0,,,232.0,,,15.0
111900143,,,516.0,,,228.0,,,17.0
102610016,2312.0,2349.0,2193.0,328.0,291.0,447.0,21.0,21.0,20.0
102610025,517.0,430.0,76.0,227.0,314.0,44.0,17.0,14.0,15.0
102610034,613.0,558.0,300.0,587.0,762.0,444.0,12.0,10.0,10.0
102610052,964.0,883.0,846.0,716.0,797.0,354.0,14.0,13.0,17.0
102610061,730.0,594.0,883.0,470.0,606.0,317.0,15.0,12.0,18.0
102610079,710.0,790.0,732.0,538.0,698.0,516.0,14.0,13.0,14.0
102610088,701.0,848.0,631.0,499.0,592.0,569.0,14.0,14.0,13.0
102610097,1337.0,1336.0,1512.0,895.0,896.0,840.0,14.0,14.0,15.0
102610113,372.0,325.0,356.0,132.0,179.0,148.0,18.0,15.0,17.0
102610122,400.0,600.0,641.0,344.0,384.0,343.0,13.0,15.0,16.0
102610131,400.0,369.0,366.0,104.0,135.0,138.0,19.0,18.0,17.0
102610149,636.0,503.0,617.0,348.0,481.0,511.0,16.0,12.0,13.0
102610158,1129.0,1011.0,901.0,599.0,717.0,803.0,16.0,14.0,13.0
102610167,360.0,305.0,344.0,144.0,199.0,160.0,17.0,15.0,16.0
102610176,789.0,778.0,486.0,459.0,470.0,378.0,15.0,15.0,14.0
102610185,917.0,667.0,397.0,331.0,581.0,323.0,18.0,13.0,13.0
102610194,1061.0,1002.0,400.0,427.0,486.0,344.0,17.0,16.0,13.0
102610201,1312.0,1034.0,480.0,656.0,934.0,504.0,16.0,13.0,12.0
102610219,870.0,760.0,313.0,858.0,968.0,431.0,12.0,11.0,10.0
102610228,1160.0,941.0,310.0,808.0,1027.0,434.0,14.0,11.0,10.0
102610237,589.0,626.0,817.0,155.0,358.0,431.0,19.0,15.0,16.0
102610246,430.0,510.0,847.0,314.0,474.0,641.0,14.0,12.0,14.0
102610255,805.0,693.0,896.0,443.0,795.0,832.0,15.0,11.0,12.0
102610273,1338.0,1176.0,1175.0,630.0,792.0,913.0,16.0,14.0,14.0
102610307,1165.0,1112.0,1117.0,443.0,496.0,491.0,17.0,17.0,17.0
102610316,77.0,88.0,170.0,67.0,152.0,94.0,13.0,9.0,15.0
102610343,47.0,161.0,207.0,25.0,55.0,105.0,16.0,18.0,16.0
102610361,82.0,340.0,464.0,134.0,284.0,280.0,9.0,13.0,15.0
102610388,3754.0,3560.0,3376.0,1046.0,1240.0,1424.0,19.0,18.0,17.0
102610422,770.0,834.0,747.0,670.0,606.0,693.0,13.0,14.0,12.0
102610431,2519.0,2222.0,2042.0,1561.0,1858.0,2038.0,15.0,13.0,12.0
102610449,1358.0,1297.0,1301.0,562.0,623.0,739.0,17.0,16.0,15.0
102610458,753.0,855.0,784.0,711.0,633.0,800.0,12.0,14.0,12.0
102610467,1081.0,965.0,340.0,647.0,739.0,380.0,15.0,14.0,11.0
102610476,937.0,1104.0,1117.0,215.0,264.0,371.0,20.0,19.0,18.0
102610485,1971.0,1702.0,801.0,909.0,1178.0,639.0,16.0,14.0,13.0
102610494,1175.0,1400.0,1726.0,409.0,568.0,386.0,18.0,17.0,20.0
102610537,1104.0,998.0,1143.0,624.0,730.0,705.0,15.0,14.0,15.0
102610546,1361.0,1338.0,1564.0,607.0,630.0,548.0,17.0,16.0,18.0
102610591,1145.0,1077.0,1039.0,415.0,483.0,641.0,18.0,17.0,15.0
102610607,712.0,679.0,481.0,272.0,281.0,263.0,17.0,17.0,16.0
102610616,1320.0,856.0,1145.0,408.0,872.0,703.0,18.0,12.0,15.0
102610634,1277.0,1211.0,1118.0,451.0,493.0,730.0,18.0,17.0,15.0
102610688,2129.0,2146.0,2135.0,271.0,254.0,265.0,21.0,21.0,21.0
102610697,783.0,799.0,749.0,657.0,689.0,835.0,13.0,13.0,11.0
102610704,1655.0,1222.0,1316.0,1633.0,2066.0,1972.0,12.0,9.0,10.0
102610713,968.0,868.0,499.0,520.0,572.0,461.0,16.0,14.0,12.0
102610722,1556.0,1457.0,1012.0,364.0,463.0,188.0,19.0,18.0,20.0
102610749,811.0,574.0,451.0,413.0,674.0,413.0,16.0,11.0,13.0
102610758,335.0,466.0,302.0,121.0,230.0,58.0,18.0,16.0,20.0
102610776,246.0,148.0,170.0,186.0,188.0,166.0,14.0,11.0,12.0
102610801,146.0,262.0,52.0,70.0,170.0,20.0,16.0,15.0,17.0
102610907,1459.0,1311.0,1244.0,461.0,609.0,796.0,18.0,16.0,15.0
102690120,1152.0,806.0,1244.0,576.0,922.0,604.0,16.0,11.0,16.0
102690125,926.0,1005.0,949.0,754.0,675.0,851.0,13.0,14.0,13.0
102690126,333.0,445.0,506.0,171.0,299.0,358.0,16.0,14.0,14.0
102690127,237.0,280.0,375.0,267.0,200.0,225.0,11.0,14.0,15.0
102690212,786.0,705.0,884.0,702.0,783.0,724.0,13.0,11.0,13.0
102690213,1060.0,1021.0,1179.0,668.0,707.0,789.0,15.0,14.0,14.0
102690214,582.0,744.0,941.0,162.0,240.0,307.0,19.0,18.0,18.0
102690264,590.0,663.0,900.0,154.0,321.0,348.0,19.0,16.0,17.0
102690265,950.0,720.0,999.0,778.0,1008.0,969.0,13.0,10.0,12.0
102690267,195.0,180.0,193.0,165.0,180.0,167.0,13.0,12.0,13.0
102690269,947.0,860.0,417.0,517.0,604.0,303.0,16.0,14.0,14.0
102690270,620.0,771.0,1132.0,364.0,477.0,332.0,15.0,15.0,19.0
102690271,614.0,787.0,991.0,130.0,197.0,257.0,20.0,19.0,19.0
102690294,1153.0,836.0,849.0,287.0,604.0,591.0,19.0,14.0,14.0
102690301,584.0,552.0,647.0,160.0,192.0,217.0,19.0,18.0,18.0
102690357,,,275.0,,,229.0,,,13.0
102690364,,,575.0,,,145.0,,,19.0
102690371,,,359.0,,,385.0,,,12.0
109210017,2329.0,2411.0,2200.0,551.0,469.0,680.0,19.0,20.0,18.0
109210132,1070.0,881.0,1026.0,418.0,607.0,702.0,17.0,14.0,14.0
109210141,746.0,521.0,712.0,238.0,463.0,536.0,18.0,13.0,14.0
109210159,961.0,914.0,1114.0,527.0,814.0,854.0,16.0,13.0,14.0
109210168,1318.0,1297.0,1492.0,914.0,1151.0,1220.0,14.0,13.0,13.0
109210186,1334.0,1301.0,1205.0,634.0,931.0,1267.0,16.0,14.0,12.0
109210308,1394.0,1243.0,1068.0,838.0,989.0,660.0,15.0,13.0,15.0
109210317,1315.0,982.0,561.0,413.0,722.0,303.0,18.0,14.0,16.0
109210353,1220.0,898.0,1147.0,508.0,830.0,701.0,17.0,12.0,15.0
109210441,3552.0,3379.0,3195.0,1488.0,1661.0,2085.0,17.0,16.0,15.0
109210644,1136.0,1048.0,1045.0,304.0,392.0,515.0,19.0,17.0,16.0
109210653,1260.0,1322.0,1301.0,660.0,646.0,739.0,16.0,16.0,15.0
109210662,2506.0,2253.0,2273.0,1334.0,1587.0,1567.0,16.0,14.0,14.0
109210759,3834.0,3147.0,3591.0,1446.0,2133.0,1689.0,17.0,14.0,16.0
109210768,1231.0,974.0,1176.0,713.0,994.0,792.0,15.0,12.0,14.0
109210838,928.0,720.0,335.0,536.0,720.0,385.0,15.0,12.0,11.0
109210865,1266.0,978.0,1109.0,702.0,990.0,859.0,15.0,12.0,14.0
109210917,442.0,603.0,524.0,302.0,381.0,460.0,14.0,15.0,13.0
109210944,717.0,620.0,221.0,267.0,364.0,67.0,17.0,15.0,18.0
109210953,443.0,556.0,650.0,277.0,308.0,310.0,15.0,15.0,16.0
109211006,3050.0,2422.0,1932.0,1822.0,2426.0,1956.0,15.0,12.0,12.0
109211024,1508.0,1454.0,1621.0,964.0,1258.0,1091.0,15.0,13.0,14.0
109211033,748.0,625.0,896.0,212.0,455.0,304.0,19.0,14.0,18.0
109211121,1603.0,1499.0,1393.0,869.0,1165.0,1319.0,16.0,14.0,12.0
109211139,1296.0,1487.0,1496.0,1176.0,1225.0,1216.0,13.0,13.0,13.0
109211148,1675.0,1763.0,1799.0,797.0,949.0,1033.0,16.0,16.0,15.0
109211166,1013.0,987.0,943.0,475.0,501.0,785.0,16.0,16.0,13.0
109211209,900.0,818.0,936.0,540.0,622.0,624.0,15.0,14.0,14.0
109290270,887.0,712.0,859.0,313.0,488.0,365.0,18.0,14.0,17.0
109290272,1530.0,1532.0,535.0,390.0,388.0,185.0,19.0,19.0,18.0
109290320,596.0,636.0,303.0,844.0,852.0,417.0,10.0,10.0,10.0
109290321,790.0,594.0,352.0,410.0,606.0,224.0,16.0,12.0,15.0
109290322,576.0,522.0,491.0,384.0,462.0,589.0,14.0,13.0,11.0
109290340,651.0,636.0,810.0,597.0,612.0,678.0,13.0,12.0,13.0
109290343,543.0,533.0,742.0,705.0,715.0,626.0,10.0,10.0,13.0
109290349,1326.0,1040.0,1168.0,642.0,928.0,1064.0,16.0,13.0,13.0
109290394,261.0,287.0,172.0,219.0,193.0,212.0,13.0,14.0,11.0
109290410,,,375.0,,,369.0,,,12.0
109290417,,,333.0,,,411.0,,,11.0
109290424,,,706.0,,,542.0,,,14.0
109290431,,,412.0,,,332.0,,,13.0
109290438,,,1048.0,,,920.0,,,13.0
109290445,,,866.0,,,574.0,,,14.0
109290452,,,477.0,,,267.0,,,15.0
109290459,,,519.0,,,465.0,,,13.0
109290466,,,292.0,,,428.0,,,10.0
109290473,,,393.0,,,351.0,,,13.0
109290480,,,1309.0,,,731.0,,,15.0
109290487,,,438.0,,,186.0,,,17.0
109290494,,,15.0,,,9.0,,,15.0
109290501,,,1352.0,,,616.0,,,16.0
109290508,,,1205.0,,,595.0,,,16.0
109290515,,,382.0,,,242.0,,,15.0
109290522,,,242.0,,,214.0,,,13.0
109290529,,,612.0,,,372.0,,,15.0
109290536,,,540.0,,,204.0,,,17.0
109290543,,,409.0,,,215.0,,,16.0
109290557,,,1799.0,,,793.0,,,17.0
109290564,,,567.0,,,417.0,,,14.0
109290571,,,496.0,,,368.0,,,14.0
109290578,,,208.0,,,104.0,,,16.0
109290585,,,399.0,,,321.0,,,13.0
109310016,1934.0,1592.0,555.0,1402.0,1744.0,933.0,14.0,11.0,9.0
109310025,,,286.0,,,218.0,,,14.0
109310034,209.0,305.0,991.0,295.0,199.0,257.0,10.0,15.0,19.0
109310043,,,3.0,,,21.0,,,3.0
109310079,218.0,453.0,354.0,286.0,291.0,390.0,10.0,15.0,11.0
109370145,231.0,136.0,477.0,273.0,368.0,507.0,11.0,6.0,12.0
109370147,,,537.0,,,207.0,,,17.0
109370150,322.0,323.0,399.0,182.0,421.0,345.0,15.0,10.0,13.0
109370157,462.0,506.0,505.0,522.0,478.0,479.0,11.0,12.0,12.0
109370158,181.0,633.0,106.0,107.0,231.0,86.0,15.0,18.0,13.0
109370164,207.0,136.0,54.0,153.0,224.0,90.0,14.0,9.0,9.0
109370165,377.0,251.0,313.0,607.0,733.0,671.0,9.0,6.0,8.0
109370166,537.0,278.0,386.0,447.0,706.0,742.0,13.0,7.0,8.0
109370188,,,725.0,,,235.0,,,18.0
112010621,763.0,654.0,856.0,725.0,810.0,872.0,12.0,11.0,12.0
112070670,680.0,582.0,634.0,304.0,378.0,446.0,17.0,15.0,14.0
112070677,849.0,641.0,929.0,375.0,607.0,679.0,17.0,12.0,14.0
112070678,589.0,604.0,905.0,395.0,356.0,583.0,14.0,15.0,15.0
112070679,610.0,786.0,873.0,374.0,414.0,471.0,15.0,16.0,16.0
112070680,151.0,455.0,512.0,113.0,169.0,232.0,14.0,18.0,17.0
112070683,960.0,1006.0,1164.0,480.0,458.0,420.0,16.0,16.0,18.0
112070684,858.0,805.0,849.0,270.0,323.0,279.0,18.0,17.0,18.0
112070685,816.0,674.0,854.0,168.0,310.0,274.0,20.0,16.0,18.0
112070686,1121.0,1330.0,1357.0,199.0,230.0,323.0,20.0,20.0,19.0
112070687,634.0,655.0,533.0,326.0,305.0,427.0,16.0,16.0,13.0
112070688,592.0,552.0,529.0,392.0,432.0,599.0,14.0,13.0,11.0
112070689,465.0,547.0,584.0,495.0,701.0,784.0,12.0,11.0,10.0
112070705,486.0,465.0,407.0,258.0,255.0,433.0,16.0,16.0,12.0
112070712,374.0,491.0,429.0,106.0,229.0,411.0,19.0,16.0,12.0
112070719,569.0,468.0,537.0,151.0,252.0,303.0,19.0,16.0,15.0
112070726,772.0,659.0,750.0,476.0,589.0,618.0,15.0,13.0,13.0
112070747,,,520.0,,,200.0,,,17.0
206710038,233.0,129.0,199.0,199.0,279.0,257.0,13.0,8.0,10.0
206710074,1131.0,1050.0,1257.0,1317.0,1590.0,1623.0,11.0,10.0,10.0
206710171,308.0,295.0,343.0,220.0,329.0,377.0,14.0,11.0,11.0
206710189,132.0,101.0,129.0,204.0,187.0,159.0,9.0,8.0,11.0
206710198,,,484.0,,,620.0,,,11.0
206710232,95.0,58.0,74.0,97.0,110.0,94.0,12.0,8.0,11.0
206710241,499.0,366.0,372.0,509.0,618.0,540.0,12.0,9.0,10.0
206710277,118.0,81.0,93.0,50.0,39.0,27.0,17.0,16.0,19.0
206710286,600.0,390.0,432.0,312.0,258.0,288.0,16.0,14.0,14.0
206710338,27.0,40.0,83.0,45.0,56.0,13.0,9.0,10.0,21.0
206710347,162.0,231.0,169.0,246.0,225.0,287.0,10.0,12.0,9.0
206710365,125.0,51.0,79.0,67.0,117.0,65.0,16.0,7.0,13.0
206710374,553.0,448.0,388.0,551.0,440.0,572.0,12.0,12.0,10.0
206710408,142.0,44.0,64.0,50.0,76.0,32.0,18.0,9.0,16.0
206710417,404.0,251.0,242.0,364.0,277.0,382.0,13.0,11.0,9.0
206710436,31.0,37.0,38.0,41.0,59.0,34.0,10.0,9.0,13.0
206710437,85.0,54.0,100.0,155.0,138.0,92.0,9.0,7.0,13.0
206710438,532.0,432.0,452.0,716.0,696.0,676.0,10.0,9.0,10.0
206710449,214.0,166.0,256.0,194.0,290.0,224.0,13.0,9.0,13.0
206710458,75.0,76.0,57.0,117.0,92.0,63.0,9.0,11.0,11.0
206710460,64.0,40.0,60.0,80.0,80.0,60.0,11.0,8.0,12.0
206710461,374.0,223.0,328.0,490.0,497.0,512.0,10.0,7.0,9.0
206710462,302.0,443.0,92.0,178.0,253.0,100.0,15.0,15.0,12.0
206710463,102.0,62.0,47.0,42.0,58.0,73.0,17.0,12.0,9.0
206710464,378.0,244.0,246.0,486.0,476.0,474.0,11.0,8.0,8.0
206710467,80.0,96.0,93.0,136.0,120.0,75.0,9.0,11.0,13.0
206710468,50.0,64.0,51.0,70.0,32.0,45.0,10.0,16.0,13.0
206710469,196.0,172.0,154.0,164.0,284.0,350.0,13.0,9.0,7.0
206710471,182.0,132.0,112.0,82.0,84.0,56.0,17.0,15.0,16.0
206710472,,,400.0,,,392.0,,,12.0
206710479,76.0,65.0,55.0,44.0,79.0,89.0,15.0,11.0,9.0
206710493,551.0,570.0,372.0,721.0,750.0,636.0,10.0,10.0,9.0
206710521,,61.0,55.0,,59.0,65.0,,12.0,11.0
206710528,,40.0,68.0,,80.0,76.0,,8.0,11.0
206710542,,,324.0,,,276.0,,,13.0
107910016,119.0,142.0,279.0,97.0,170.0,177.0,13.0,11.0,15.0
107910025,1166.0,971.0,1021.0,538.0,757.0,779.0,16.0,13.0,14.0
107910043,11.0,26.0,71.0,13.0,22.0,49.0,11.0,13.0,14.0
107910052,56.0,351.0,402.0,136.0,273.0,222.0,7.0,14.0,15.0
107910061,961.0,885.0,1164.0,527.0,603.0,444.0,16.0,14.0,17.0
107910088,286.0,274.0,167.0,122.0,206.0,49.0,17.0,14.0,19.0
107910097,2377.0,2359.0,2409.0,503.0,521.0,711.0,20.0,20.0,19.0
